"Asutuse.registrikood";"Asutuse.täisnimi";"Maakond..linn.vald..küla";"Tänav.maja";"Arhiv..kp";"Lõp.akt.nimi";"Lõpet..nr";"Lõpetamise.akti.kuupäev";"Lõpet.kp";"Arhiivis";"E.mail";"asut_liik";"maakond";"postikood";"telefon";"faks";"tegevuala_kood";"tegevusala";"Moodust_akti_nr";"Moodust_akti_kuupäev";"Asutamise_kuupäev";"Põhimääruse_akti_nr.";"Põhimääruse_kinnitamise_kuupäev.";"Kande_kuupäev";"Ettevõtte_registri_kood";"Kõrgemalseisva_asutuse_number";"Põhimääruse_akti_nr";"Põhimääruse_kinnitamise_kuupäev";"Moodustamisakt";"Põhimääruse_akt";"Tegevusala_kirjeldus"
"75016028";"Nõmme Spordikeskus";"Tallinn, Harju maakond";"Külmallika 15a";"";"";"";"00000000";"";"";"SPORDI.KESKUS@MAIL.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"12617 ";"672 8540 ";" ";"93111 ";"Spordirajatiste käitus ";"51 ";"20.06.1997 ";"20.06.1997 ";"17 ";"27.04.2000 ";"01.11.2000 ";"1028420 ";"75015195 ";"50 ";"17.10.2012 ";"Tallinna Linnavalitsuse määrus \"Nõmme Spordikeskuse põhimääruse kinnitamine\" ";"Tallinna Linnavalitsuse määrus \"Nõmme Spordikeskuse põhimäärus \" ";"Luua Nõmme linnaosas tervise-, harrastus- ja võistlusspordiga tegelemiseks tingimused ja võimalused ning pakkuda sportimisvõimalusi, anda sportimiseks ja spordi- ja kultuuriürituste tarbeks kasutusse spordiehitisi, neid teenindavaid ehitisi ja spordivahendeid ning säilitada ajaloo- ja kultuuriväärtusi"
"75016042";"Nõmme Vaba Aja Keskus";"Tallinn, Harju maakond";"Sihi tn 26";"";"";"";"00000000";"";"";"SIHI@NOMMESOTS.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"11622 ";"672 3125 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"94 ";"05.12.1997 ";"05.12.1997 ";"17 ";"27.04.2000 ";"01.11.2000 ";"1402574 ";"75014882 ";"63 ";"17.09.2014 ";"Tallinna Linnavalitsuse määrus \"Nõmme Vanurite Päevakeskuse põhimääruse kinnitamine\" ";"Tallinna Linnavalitsuse määrus \"Nõmme Vaba Aja Keskuse põhimäärus\" ";"Keskuse tegevusvaldkond on Nõmme linnaosa elanikele vaba aja veetmise võimaluste loomine, tervisedenduse, noorsootöö, kultuuri- ja huvitegevuse koordineerimine ja kor-raldamine ning sotsiaalteenuste osutamine linnaosa elanikele, kes vajavad abi toimetu-leku parandamisel ja säilitamisel."
"75007965";"Nõo Koduloomuuseum";"Nõo alevik, Nõo vald, Tartu maakond";"Voika 23";"";"";"";"00000000";"";"";"KAI.TOOM@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"61601 ";"056 616 486 ";" ";"91021 ";"Muuseumide tegevus ";"52 ";"16.12.1998 ";"16.12.1998 ";"17 ";"27.04.2000 ";"12.12.2000 ";" ";"75007942 ";"52 ";"16.12.1998 ";"Nõo Vallavolikogu otsus \"Nõo Koduloomuuseumi asutamine\" ";"Nõo Vallavolikogu otsus \"Nõo Koduloomuuseumi asutamine\" ";"Kogub, uurib, säilitab Nõo valla ajalugu, loodust ja inimese tegevust iseloomustavaid valdkondi, kultuuriväärtusega asju ning korraldab nende kasutamist ja üldsusele vahendamist teaduslikel, hariduslikel ja meelelahutuslikel eesmärkidel"
"75008031";"Nõo Kultuurimaja";"Nõo alevik, Nõo vald, Tartu maakond";"Voika 23";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"78 ";"61601 ";"07 455 361 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";" ";"18.09.2000 ";"18.09.2000 ";"17 ";"27.04.2000 ";"12.12.2000 ";"64006905 ";"75007942 ";"15 ";"15.07.2000 ";"Nõo Vallavolikogu otsus \"Nõo valla asutustest\" ";"Nõo Vallavolikogu määrus \"Nõo Kultuurimaja põhimääruse kinnitamine\" ";"Kultuurilise teenindamise tagamine ning huvi- ja seltsitegevuse korraldamine"
"75008048";"Nõo Muusikakool";"Nõo alevik, Nõo vald, Tartu maakond";"Järve tn 2";"";"";"";"00000000";"";"";"MUUSIKA@HOT.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"61601 ";"7 455 318 ";" ";"85521 ";"Muusika- ja kunstikoolitus ";" ";"18.09.2000 ";"18.09.2000 ";"17 ";"27.04.2000 ";"12.12.2000 ";"64009949 ";"75007942 ";"57 ";"21.02.2008 ";"Nõo Vallavolikogu otsus \"Nõo valla asutustest\" ";"Nõo Vallavolikogu määrus \"Nõo Muusikakooli põhimääruse kinnitamine\" ";"Kooli tegevuse eesmärkideks on: 1) anda muusikaharidust lähtuvalt riiklikust huvihariduse raamõppekavast"
"75008060";"Nõo Päevakeskus";"Nõo alevik, Nõo vald, Tartu maakond";"Tartu 20";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"78 ";"61601 ";"7 455 134 ";" ";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta ";"53 ";"16.12.1998 ";"16.12.1998 ";"17 ";"27.04.2000 ";"12.12.2000 ";" ";"75007942 ";"53 ";"16.12.1998 ";"Nõo Vallavolikogu otsus \"Nõo Päevakeskuse asutamine\" ";"Nõo Vallavolikogu otsus \"Nõo Päevakeskuse asutamine\" ";"Isikutele sotsiaalteenuste ja päevase hooldamise osutamine"
"75008054";"Nõo Põhikool";"Nõo alevik, Nõo vald, Tartu maakond";"Hariduse 3";"";"";"";"00000000";"";"";"KOOLIJUHT@NRG.TARTU.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"61601 ";"07 455 139 ";"07 455 190 ";"85312 ";"Põhikoolide tegevus ";" ";"18.09.1997 ";"18.09.1997 ";"17 ";"27.04.2000 ";"12.12.2000 ";"64043159 ";"75007942 ";"16 ";"20.05.1999 ";"Nõo Vallavolikogu otsus \"Nõo valla asutustest\" ";"Nõo Vallavolikogu otsus \"Nõo Põhikooli põhimääruse kinnitamine\" ";"Õpilastele põhihariduse andmine"
"75008025";"Nõo Raamatukogu";"Nõo alevik, Nõo vald, Tartu maakond";"Voika tn 23";"";"";"";"00000000";"";"";"HELLE@NVV.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"61601 ";"7 455 237 ";" ";"91011 ";"Raamatukogude tegevus ";" ";"18.09.1997 ";"18.09.1997 ";"17 ";"27.04.2000 ";"12.12.2000 ";"64001342 ";"75007942 ";"35 ";"15.11.2007 ";"Nõo Vallavolikogu otsus \"Nõo valla asutustest\" ";"Nõo Vallavolikogu määrus \"Nõo Raamatukogu põhimääruse kinnitamine\" ";"Raamatukogu eesmärk on tagada elanikele vaba ja piiramatu juurdepääs informat-sioonile, teadmistele, inimmõtte saavutustele ning kultuurile, toetada elukestvat õp-pimist ja enesetäiendamist"
"70004258";"Nõo Reaalgümnaasium";"Nõo alevik, Nõo vald, Tartu maakond";"Hariduse 3";"";"";"";"00000000";"";"";"REINO@NRG.TARTU.EE";"
Valitsusasutuse hallatav riigiasutus";"78 ";"61601 ";"745 5247 ";"745 5190 ";"85313 ";"Gümnaasiumide tegevus ";"125 ";"21.06.1994 ";"21.06.1994 ";"17 ";"27.04.2000 ";"16.02.1999 ";"64002953 ";"70000740 ";"53 ";"30.09.2011 ";"Kultuuri- ja Haridusministri käskkiri \"Nõo Reaalgümnaasiumile riigikooli staatuse andmine\" ";"Haridus- ja teadusministri määrus \"Nõo Reaalgümnaasiumi põhimäärus\" ";"Üœldkeskhariduse omandamise võimaldamine, andes võimaluse reaalainete süvendatud omandamiseks"
"75008083";"Nõo Spordihoone";"Nõo alevik, Nõo vald, Tartu maakond";"Hariduse 3b";"";"";"";"00000000";"";"";"JAAK@NVV.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"61601 ";"745 5598 ";" ";"93111 ";"Spordirajatiste käitus ";"14 ";"15.06.2000 ";"26.06.2000 ";"17 ";"27.04.2000 ";"12.12.2000 ";" ";"75007942 ";"62 ";"25.08.2008 ";"Nõo Vallavolikogu määrus \"Nõo Spordihalli asutamine ja põhimääruse kinnitamine\" ";"Nõo Vallavolikogu määrus \"Nõo Spordihoone põhimäärus\" ";"Tegevusvaldkonnaks on spordielu korraldamine vallas. Spordihoone tegevuse põhieesmärgiks on kehakultuuri ja rahvaspordi arendamine Nõo vallas"
"75007942";"Nõo Vallavalitsus";"Nõo alevik, Nõo vald, Tartu maakond";"Voika 23";"";"";"";"00000000";"";"";"VALD@NVV.EE";"
Valla ametiasutus";"78 ";"61601 ";"07 455 108 ";"07 455 141 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"11.07.1991 ";"11.07.1991 ";"17 ";"27.04.2000 ";"12.12.2000 ";"64005153 ";" ";"18 ";"21.09.2000 ";"Eesti Vabariigi Üœlemnõukogu Presiidiumi seadlus ";"Nõo Vallavolikogu määrus \"Nõo Vallavalitsuse põhimääruse kinnitamine\" ";"Täidab Nõo Vallavolikogu ja Nõo Vallavalitsuse kui täitevorgani poolt antud ülesandeid"
"75007971";"Nõo lasteaed Krõll";"Nõo alevik, Nõo vald, Tartu maakond";"Kivi 6";"";"";"";"00000000";"";"";"MAIRE36@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"61601 ";"745 5185 ";" ";"85102 ";"Lasteaedade tegevus ";" ";"18.09.1997 ";"18.09.1997 ";"17 ";"27.04.2000 ";"12.12.2000 ";"64007040 ";"75007942 ";"44 ";"13.10.2005 ";"Nõo Vallavolikogu otsus \"Nõo valla asutustest\" ";"Nõo Vallavolikogu määrus \"Nõo lasteaia Krõll põhimääruse kinnitamine\" ";"Koolieast noorematele lastele päevahoiu ja alushariduse omandamise võimaldamine"
"75007630";"Nõuni Külaraamatukogu";"Nõuni küla, Palupera vald, Valga maakond";"";"";"";"";"00000000";"";"";"NOUNIRAAMATUKOGU@HOT.EE";"
Valla ametiasutuse hallatav asutus";"82 ";"67501 ";"765 7333 ";" ";"91011 ";"Raamatukogude tegevus ";"111/1 ";"05.08.1991 ";"05.08.1991 ";"17 ";"27.04.2000 ";"10.08.2000 ";"33001457 ";"75007586 ";"3 ";"08.02.2000 ";"Valga Maavalitsuse kiri ";"Palupera Vallavolikogu määrus \"Palupera valla külaraamatukogude põhimääruse kinnitamine\" ";"Trükiste, teavikute kogumine ja lugejatele kättesaadavaks tegemine. Kohaliku seltsielu traditsioonide järjepidevuse tagamine."
"75007617";"Nõuni Maakultuurimaja";"Nõuni küla, Palupera vald, Valga maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"82 ";"67515 ";"765 7443 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"111/1 ";"05.08.1991 ";"05.08.1991 ";"17 ";"27.04.2000 ";"10.08.2000 ";"33001701 ";"75007586 ";"22 ";"18.05.2000 ";"Valga Maavalitsuse kiri ";"Palupera Vallavolikogu määrus \"Nõuni ja Hellenurme kultuurimajade põhimääruse kinnitamine\" ";"Valla kultuuri- ja sporditegevuse korraldamine ja edendamine."
"75023065";"Nõva Kool";"Nõva küla, Nõva vald, Lääne maakond";"Nõva küla";"";"";"";"00000000";"";"";"NOVAKOOL@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"57 ";"91101 ";"4720585;4720586 ";" ";"85311 ";"Lasteaed-põhikoolide tegevus ";"8 ";"17.02.2012 ";"01.09.2012 ";"17 ";"27.04.2000 ";"24.10.2012 ";" ";"75023036 ";"2 ";"16.03.2012 ";"Nõva Valla Volikogu otsus \"Nõva Põhikooli ümberkorraldamine Nõva Kooliks\" ";"Nõva Valla Volikogu määrus \"Nõva Kooli põhimäärus\" ";"Luua võimalused ja tingimused tervikliku isiksuse kujunemiseks, kes on sotsiaaliselt tundlik, vaimselt erk, ennastusaldav, kaasinimesi arvestav ja keskkonda väärtustav. Hoida ja tugevdada lapse tervist ning soodustada tema emotsionaalset, kõlbelist, sotsiaalset, vaimset ja kehalist arengut."
"75023059";"Nõva Rahvaraamatukogu";"Nõva küla, Nõva vald, Lääne maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"57 ";"91101 ";"472 0588 ";" ";"91011 ";"Raamatukogude tegevus ";"06/017-10 ";"05.03.1992 ";"05.03.1992 ";"17 ";"27.04.2000 ";"18.12.2000 ";" ";"75023036 ";"5 ";"30.09.1999 ";"Riigivara munitsipaalomandusse üleandmise akt ";"Nõva Vallavolikogu määrus \"Nõva rahvaraamatukogu põhimääruse kinnitamine\" ";"Kogub, komplekteerib, säilitab ja teeb lugejale kättesaadavaks temale vajalikud trükised ning avalikud andmebaasid."
"75023036";"Nõva Vallavalitsus";"Nõva küla, Nõva vald, Lääne maakond";"";"";"";"";"00000000";"";"";"NOVAVALD@NOVAVALD.EE";"
Valla ametiasutus";"57 ";"91101 ";"472 4670 ";"472 4671 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"16.01.1992 ";"16.01.1992 ";"17 ";"27.04.2000 ";"18.12.2000 ";"69001763 ";" ";"5 ";"20.03.2008 ";"Eesti Vabariigi Üœlemnõukogu Presiidiumi seadlus ";"Nõva Vallavolikogu määrus \"Nõva valla põhimäärus\" ";"Viib praktilise tegevusega ellu õigusaktides valla omavalitsusele pandud ning volikogu määrustes ja otsustes seatud ülesandeid."
"75039445";"Nõva valla Päevakeskus";"Nõva küla, Nõva vald, Lääne maakond";"Apteegi kinnistu";"00000000";"";"";"00000000";"00000000";"";"";"
Valla ametiasutuse hallatav asutus";"57 ";"91101 ";" ";" ";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta ";"7 ";"24.03.2016 ";"24.03.2016 ";"17 ";"27.04.2000 ";"30.03.2016 ";" ";"75023036 ";"10 ";"18.12.2015 ";"Nõva Vallavolikogu otsus \"Nõva valla Päevakeskuse asutamine\" ";"Nõva Vallavolikogu määrus \"Nõva valla Päevakeskuse põhimäärus\" ";"Päevakeskuse tegevuse eesmärgiks on sotsiaalteenuse osutamine Nõva valla eakatele ja puuetega inimestele nende iseseisvaks toimetulekuks kodus ning huvitegevuse ja vaba aja organiseerimine Päevakeskuses."
"75034436";"Nöörimaa Tugikodu";"Võru linn, Võru maakond";"Räpina mnt 22";"00000000";"";"";"00000000";"00000000";"";"NOORIMAA@VORU.EE";"
Linna ametiasutuse hallatav asutus";"86 ";"65606 ";"786 4796 ";" ";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta ";"25 ";"14.06.2006 ";"01.07.2006 ";"17 ";"27.04.2000 ";"29.09.2006 ";" ";"75019980 ";"22 ";"22.12.2010 ";"Võru Linnavolikogu määrus \"Nöörimaa Tugikodu asutamine\" ";"Võru Linnavalitsuse määrus \"Nöörimaa Tugikodu põhimäärus\" ";"Hooldust vajavate, resotsialiseerivate või rehabiliteeritavate inimeste toimetulekuoskuste suurendamine või säilitamine nende vajadustele vastavate teenuste osutamise kaudu, eakatele nende toimetulekut toetavate sotsiaalteenuste osutamine, eluasemeta jäänud inimeste abistamine, vanemliku hoolitsuseta laste või perevägivalla all kannatavate laste ja/või vanemate abistamine."
"75013405";"Obinitsa Lasteaed";"Obinitsa küla, Meremäe vald, Võru maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"86 ";"65301 ";"078 54 120 ";" ";"85102 ";"Lasteaedade tegevus ";"318 ";"20.12.1991 ";"01.01.1992 ";"17 ";"27.04.2000 ";"11.10.2000 ";"38017859 ";"75013351 ";"13 ";"25.05.2000 ";"Võru Maavalitsuse määrus \"Haridusasutuste üleandmine\" ";"Meremäe Vallavolikogu määrus \"Lasteaedade põhimääruste kinnitamine\" ";"Võimaldab lapsele hoidu ja alushariduse omandamist."
"75038049";"Obinitsa Muuseum";"Meremäe vald, Võru maakond";"Obinitsa küla";"00000000";"";"";"00000000";"00000000";"";"OBINITSAMUUSEUM@SETOMAA.EE";"
Valla ametiasutuse hallatav asutus";"86 ";"65301 ";"785 4190 ";" ";"91021 ";"Muuseumide tegevus ";"24 ";"23.05.2012 ";"23.05.2012 ";"17 ";"27.04.2000 ";"20.06.2012 ";" ";"75013351 ";"9 ";"23.05.2012 ";"Meremäe Vallavolikogu otsus \"Obinitsa Muuseumi asutamine\" ";"Meremäe Vallavolikogu määrus \"Obinitsa Muuseumi põhimäärus\" ";"Setomaa, eelkõige praeguse Meremäe valla setode ajalugu, rahvakultuuri ja kaasaega kajastava materjali (esemete, pärimuse) kogumine, säilitamine ja teaduslik läbitöötamine ning vahendamine üldsusele"
"75013397";"Obinitsa Raamatukogu";"Obinitsa küla, Meremäe vald, Võru maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"86 ";"65301 ";"078 54 140 ";" ";"91011 ";"Raamatukogude tegevus ";"16 ";"15.06.2000 ";"01.07.2000 ";"17 ";"27.04.2000 ";"10.10.2000 ";"38002409 ";"75013351 ";"16 ";"15.06.2000 ";"Meremäe Vallavolikogu määrus \"Põhimääruste kinnitamine\" ";"Meremäe Vallavolikogu määrus \"Põhimääruste kinnitamine\" ";"Obinitsa piirkonna külade elanike raamatukogunduslik teenindamine."
"75012363";"Oiu Raamatukogu";"Oiu küla, Kolga-Jaani vald, Viljandi maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"84 ";"70303 ";"439 5540 ";" ";"91011 ";"Raamatukogude tegevus ";"14/10-836 ";"02.01.1995 ";"02.01.1995 ";"17 ";"27.04.2000 ";"10.10.2000 ";" ";"75012274 ";"17 ";"01.08.2000 ";"Riigi vara munitsipaalomandusse andmise akt ";"Kolga-Jaani Vallavolikogu määrus \"Raamatukogude põhimääruste kinnitamine\" ";"Lugejale avaliku kirjanduse, audiovisuaalsete infokandjate ja muude üldkasutatavate dokumentide kogumine, säilitamine ja kättesaadavaks tegemine ning avalike andmebaaside kasutamise võimaldamine."
"75006078";"Olustvere Lasteaed Piilu";"Olustvere alevik, Suure-Jaani vald, Viljandi maakond";"Põllu 4";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"84 ";"70401 ";"437 4219 ";" ";"85102 ";"Lasteaedade tegevus ";"714 ";"30.12.1991 ";"01.01.1992 ";"17 ";"27.04.2000 ";"08.09.2000 ";"35001542 ";"75033448 ";"158 ";"28.04.2009 ";"Viljandi Maavalitsuse määrus \"Olustvere ST lastepäevakodu üleandmine Olustvere Vallavalitsuse alluvusse\" ";"Suure-Jaani Vallavolikogu määrus \"Olustvere Lasteaia Piilu põhimäärus\" ";"Võimaldada koolieast noorematele lastele hoidu ja alushariduse omandamist ning kooliks ettevalmistamist."
"75006090";"Olustvere Põhikool";"Olustvere alevik, Suure-Jaani vald, Viljandi maakond";"Müüri 4";"";"";"";"00000000";"";"";"OPK@OLUSTVERE.EDU.EE";"
Valla ametiasutuse hallatav asutus";"84 ";"70401 ";"437 4393 ";"437 4389 ";"85312 ";"Põhikoolide tegevus ";" ";"21.10.1992 ";"01.09.1993 ";"17 ";"27.04.2000 ";"08.09.2000 ";"35031511 ";"75033448 ";"153 ";"28.04.2009 ";"Olustvere Vallavolikogu otsus \"Põhikooli avamine Olustvere Kõrgema Põllumajanduskooli õppehoones\" ";"Suure-Jaani Vallavolikogu määrus \"Olustvere Põhikooli põhimäärus\" ";"Võimaldada õpilastele põhihariduse omandamine päevases õppevormis kooli õppekavaga sätestatud mahus."
"70002555";"Olustvere Teenindus- ja Maamajanduskool";"Olustvere alevik, Suure-Jaani vald, Viljandi maakond";"Müüri 4";"";"";"";"00000000";"";"";"KOOL@OLUSTVERE.EDU.EE";"
Valitsusasutuse hallatav riigiasutus";"84 ";"70401 ";"437 4290 ";"437 1610 ";"85321 ";"Kutseõppeasutuste tegevus ";"176 ";"29.09.1992 ";"29.09.1992 ";"17 ";"27.04.2000 ";"01.12.1998 ";"35001562 ";"70000740 ";"26 ";"02.05.2008 ";"EV Põllumajandusministeeriumi käskkiri \"Riigi haldamisele jäävad põllumajanduslikud teadus-, õppe- ja katsemajandid\". ";"Haridus- ja teadusministri määrus \"Olustvere Teenindus- ja Maamajanduskooli põhimäärus\" ";"Põhi- ja keskhariduse baasil kutsekeskhariduse omandamise võimaldamine, täiskasvanutele tööalase koolituse korraldamine, õppemetoodilise töö korraldamine, sealhulgas kooli õppekavade koostamine ja arendamine"
"75027011";"Orava Kool";"Orava küla, Orava vald, Põlva maakond";"";"";"";"";"00000000";"";"";"KOOL@ORAVA.EE";"
Valla ametiasutuse hallatav asutus";"65 ";"64101 ";"799 9380 ";" ";"85311 ";"Lasteaed-põhikoolide tegevus ";"66 ";"30.06.1997 ";"01.09.1997 ";"17 ";"27.04.2000 ";"19.04.2001 ";"54002969 ";"75027005 ";"9 ";"30.04.2014 ";"Orava Vallavolikogu otsus \"Kooli avamine\" ";"Orava Vallavolikogu määrus \"Orava Kooli põhimäärus\" ";"Kooli tegutsemise vorm on koolieelne lasteasutus ja põhikool, mis tegutsevad ühe asutusena."
"75027057";"Orava Kultuurimaja";"Orava küla, Orava vald, Põlva maakond";"";"";"";"";"00000000";"";"";"KULTUUR@ORAVA.EE";"
Valla ametiasutuse hallatav asutus";"65 ";"64101 ";"799 9368 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"7 ";"18.12.2000 ";"29.12.2000 ";"17 ";"27.04.2000 ";"19.04.2001 ";"54003458 ";"75027005 ";"7 ";"18.12.2000 ";"Orava Vallavolikogu määrus \"Orava Kultuurimaja põhimääruse kinnitamine\" ";"Orava Vallavolikogu määrus \"Orava Kultuurimaja põhimääruse kinnitamine\" ";"Rahvakultuuri säilitamine ja arendamine vallas, valla elanike kultuurilis-meelelahutuslik teenindamine, taidlus- ja huvialaringide töö korraldamine."
"75027034";"Orava Raamatukogu";"Orava küla, Orava vald, Põlva maakond";"";"";"";"";"00000000";"";"";"ORAV.RAAMAT@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"65 ";"64101 ";"799 9369 ";" ";"91011 ";"Raamatukogude tegevus ";"3 ";"30.10.2000 ";"30.10.2000 ";"17 ";"27.04.2000 ";"19.04.2001 ";"54003756 ";"75027005 ";"3 ";"30.10.2000 ";"Orava Vallavolikogu määrus \"Orava raamatukogu põhimääruse kinnitamine\" ";"Orava Vallavolikogu määrus \"Orava raamatukogu põhimääruse kinnitamine\" ";"Kogub, säilitab ja teeb elanikele kättesaadavaks vajalikud teavikud, Orava Vallavolikogu määrused ja otsused ning avalikud andmebaasid."
"75027005";"Orava Vallavalitsus";"Orava küla, Orava vald, Põlva maakond";"";"";"";"";"00000000";"";"";"VALD@ORAVA.EE";"
Valla ametiasutus";"65 ";"64101 ";"799 9360 ";"799 9362 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"26.03.1992 ";"26.03.1992 ";"17 ";"27.04.2000 ";"19.04.2001 ";"54006743 ";" ";"5 ";"18.12.2000 ";"Eesti Vabariigi Üœlemnõukogu Presiidiumi seadlus ";"Orava Vallavolikogu määrus \"Orava valla põhimääruse uue redaktsiooni kinnitamine\" ";"Viib praktilise tegevusega ellu vallale ning vallavalitsusele seatud ülesandeid."
"75022918";"Orgita Lasteaed Midrimaa";"Orgita küla, Märjamaa vald, Rapla maakond";"";"";"";"";"00000000";"";"";"MIDRIMAA@NETI.EE";"
Valla ametiasutuse hallatav asutus";"70 ";"78313 ";"482 1379 ";" ";"85102 ";"Lasteaedade tegevus ";"100 ";"03.05.1990 ";"03.05.1990 ";"17 ";"27.04.2000 ";"27.12.2000 ";" ";"75022835 ";"123 ";"21.04.2009 ";"Rapla Maakonnavalitsuse korraldus ";"Märjamaa Vallavolikogu määrus \"Orgita Lasteaed Midrimaa põhimäärus\" ";"Lapse mitmekülgne ja järjepidev areng kodu ja lasteaia koostöös."
"75038658";"Orissaare Avatud Noortekeskus";"Orissaare alevik, Orissaare vald, Saare maakond";"Kuivastu mnt 29";"00000000";"";"";"00000000";"00000000";"";"MARIAN.VAGA@ORISSAARE.EE";"
Valla ametiasutuse hallatav asutus";"74 ";"94601 ";"57570953 ";" ";"85529 ";"Muu huvikoolitus ";"1 ";"19.12.2013 ";"19.12.2013 ";"17 ";"27.04.2000 ";"03.01.2014 ";" ";"75020718 ";"1 ";"19.12.2013 ";"Orissaare Vallavolikogu määrus \"Orissaare Avatud Noortekeskuse asutamine ja põhimääruse kinnitamine\" ";"Orissaare Vallavolikogu määrus \"Orissaare Avatud Noortekeskuse asutamine ja põhimääruse kinnitamine\" ";"Noortele tingimuste loomine arendavaks tegevuseks, mis võimaldab neil vaba tahte alusel perekonna-, tasemekoolituse- ja tööväliselt tegutseda"
"75020724";"Orissaare Gümnaasium";"Orissaare alevik, Orissaare vald, Saare maakond";"Kuivastu mnt 29";"";"";"";"00000000";"";"";"KOOL@ORIS.EDU.EE";"
Valla ametiasutuse hallatav asutus";"74 ";"94601 ";"045 45 242 ";" ";"85313 ";"Gümnaasiumide tegevus ";"246 ";"30.12.1991 ";"01.01.1992 ";"17 ";"27.04.2000 ";"05.12.2000 ";"45003438 ";"75020718 ";"7 ";"24.05.2000 ";"Saare Maavalitsuse määrus \"Haldusreformi edasisest teostamisest maakonna haridussüsteemis\" ";"Orissaare Vallavolikogu määrus \"Orissaare Gümnaasiumi põhimääruse kinnitamine\" ";"Õppe- ja kasvatustöö korraldamine põhikoolis ning gümnaasiumis põhi- ja keskhariduse omandamiseks"
